MarkerId,MarkerNumber,Title,Subtitle,Annotation,YearErected,ErectedBy,Latitude,Longitued,StreetAddress,City,County,State,Location,Missing,Link
75931,,Si We:begi Ha Ñeid,La Primera Vista • The First Sighting,,2014,,32.20669,-110.99167,,Tucson,Pima County,Arizona,"Marker is at the intersection of South Grande Avenue and Mission Road, on the right when traveling south on South Grande Avenue. ",,http://www.hmdb.org/m.asp?m=75931
76940,,Dragoon Springs Stage Stop,Land of Legends,Coronado National Forest,,,31.99756,-110.02253,,Dragoon,Cochise County,Arizona,Marker is on North Old Ranch Road. ,,http://www.hmdb.org/m.asp?m=76940
78423,,Little Outfit School,,,,,31.49511,-110.57356,,Patagonia,Santa Cruz County,Arizona,"Marker can be reached from Little Outfit Ranch Road, 0.6 miles north of Canelo Pass Road. ",,http://www.hmdb.org/m.asp?m=78423
78425,,San Antonio De La Ossa Chapel,,,2005,,31.3339,-110.62369,,Lochiel,Santa Cruz County,Arizona,Marker can be reached from Unnamed Road. ,,http://www.hmdb.org/m.asp?m=78425
78426,,Fray Marcos De Niza,,,,,31.33914,-110.62741,,Lochiel,Santa Cruz County,Arizona,"Marker is on Duquesne Road, ½ mile north of US / Mexico border, on the left when traveling west. ",,http://www.hmdb.org/m.asp?m=78426
78535,121,The Old Spanish Trail,1829 - 1848,,2005,E Clampus Vitus,36.89868,-113.93452,,Littlefield,Mohave County,Arizona,Marker is at the intersection of County Highway 91 and Old Pioneer Road on County Highway 91. ,,http://www.hmdb.org/m.asp?m=78535
78536,120,In Memory of Eight Ball - Morale Officer,Equus asinus,Camp Bouse,2005,Lost Dutchman & Billy Holcomb Chapter of ECV And the Citizens of Bouse,33.93147,-114.00478,,Bouse,La Paz County,Arizona,"Marker is on Broad Street (Arizona Route 72 at milepost 27) south of Main Street, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=78536
78537,119,The 526th Armored Infantry Battalion,World War II,,2005,"The Citizens of Bouse, The Lost Dutchman and the Billy Holcomb Chapters of E Clampus Vitus and the 526th Armored Infantry Battalion Association.",33.93147,-114.00482,,Bouse,La Paz County,Arizona,"Marker is on Broadway Avenue (Arizona Route 72 at milepost 27) south of Main Street, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=78537
78542,114,George L. Wendt,Headquarters Company,526 Armored Infantry Battalion,2003,"Lost Dutchman Chapter, Billy Holcomb Chapter, John P. Squibob Chapter of E Clampus Vitus and the Citizens of Bouse",33.93168,-114.00498,27750 South. Highway 72,Bouse,La Paz County,Arizona,"Marker is on Broadway Avenue (Arizona Route 72 at milepost 27) south of Main Street, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=78542
78545,111,Datelan Army Air Field,,,2002,"Lost Dutchman, Billy Holcomb, John P. Squibob, Queho Posse, Peter Lebeck and Matt Warner Chapters of E Clampus Vitus and Dateland Elementary School.",32.79942,-113.54072,,Dateland,Yuma County,Arizona,"Marker is on Ave 64E near Interstate 8, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=78545
78546,110,Hyder Divisional Camp-Horn Divisional Camp Desert Training Center,California-Arizona Maneuver Area,United States Army,2002,"Lost Dutchman, Billy Holcomb, John P Squibob, Queho Posse, Peter Lebeck and Matt Warner Chapters, of E Clampus Vitus and Dateland Elementary School.",32.79942,-113.54072,,Dateland,Yuma County,Arizona,"Marker is on Ave 64E near Interstate 8, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=78546
78552,104,Cibola Arizona,,,2000,"E Clampus Vitus Southern Alliance, Billy Holcomb 1069, John P Squibob 1853, Lost Dutchman 5917 – 4 and La Paz County Parks",33.37554,-114.65848,,Cibola,La Paz County,Arizona,Marker can be reached from the intersection of Cibola Road and Baseline Road. <font color=red> Reported missing.</font>,Reported Missing,http://www.hmdb.org/m.asp?m=78552
78553,103,Colorado River Ferries,,,1997,"Ancient and Honorable order of E. Clampus Vitus ""Southern Alliance"" John P. Squibob, Billy Holcomb, Lost Dutchman ECV",33.37554,-114.65848,,Cibola,La Paz County,Arizona,Marker can be reached from the intersection of Cibola Road and Baseline Road. ,,http://www.hmdb.org/m.asp?m=78553
78557,96,Camp Bouse,The 554th Ordnance - Heavy Maintenance Company (Tanks),9th Tank Group CDL Project,1999,"Veterans of the 554th Ordnance Heavy Maintenance Co., the Lost Dutchman, Billy Holcomb & John P. Squibob chapters of E Clampus Vitus.",33.93163,-114.00488,,Bouse,La Paz County,Arizona,"Marker is on Broadway Avenue (Arizona Route 72 at milepost 27) south of Main Street, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=78557
78558,95,739th Tank Battalion (SP) (ME),,,1999,"Veterans of the 739th Tank Battalion, the Lost Dutchman, Billy Holcomb & Squibob Chapters of E Clampus Vitus and the Bouse Chamber of Commerce.",33.93163,-114.00487,,Bouse,La Paz County,Arizona,"Marker is on Broadway Avenue (Arizona Route 72 at milepost 27) south of Main Street, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=78558
78562,90,740th Tank Battalion,Daredevil Tankers,,1998,"Veterans of the 740th Tank Battalion Association, the Lost Dutchman & Billy Holcomb Chapter E Clampus Vitus in Cooperation with the Bouse Chamber of Commerce.",33.9318,-114.00505,,Bouse,La Paz County,Arizona,"Marker is on Broadway Avenue (Arizona Route 72 at milepost 27) south of Main Street, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=78562
78563,89,736th Tank Battalion (M) SP,,,1998,"Veterans of the 736th Tank BN , Lost Dutchman, Billy Holcomb and John P Squibob Chapters E Clampus Vitus and the Bouse Chamber of Commerce.",33.93177,-114.00502,,Bouse,La Paz County,Arizona,"Marker is on Broadway Avenue (Arizona Route 72 at milepost 27) south of Main Street, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=78563
78564,88,Camp Bouse,The 701st Tank Battalion,,1998,Lost Dutchman and Billy Holcomb Chapters of E Clampus Vitus and the 701st Tank Battalion Association and the Bouse Chamber of Commerce.,33.93165,-114.00495,,Bouse,La Paz County,Arizona,"Marker is on Broadway Avenue (Arizona Route 72 at milepost 27) south of Main Street, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=78564
78566,86,Camp Bouse,The 526th A. I. B. - Canal Defense Light Project,Desert Training Center - California – Arizona Maneuver Area,1997,"Lost Dutchman, Billy Holcomb, John P. Squibob Chapter of E Clampus Vitus, The 526th Armored Infantry Battalion Assoc and the Bouse Chamber of Commerce.",33.93172,-114.005,,Bouse,La Paz County,Arizona,"Marker is on Broadway Avenue (Arizona Route 72 at milepost 27) south of Main Street, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=78566
78570,80,Oatman Arizona and its Burros,,,1994,"Billy Holcomb and Lost Dutchman Chapters of E Clampus Vitus and the Chamber of Commerce of Oatman, Arizona.",35.02577,-114.38303,140 Main Street,Oatman,Mohave County,Arizona,"Marker is at the intersection of Oatman -Topock Highway / Main Street (Old Route 66 and Rock Hound Road, on the left when traveling north on Oatman -Topock Highway / Main Street (Old Route 66. ",,http://www.hmdb.org/m.asp?m=78570
78739,,Railroad Depot,1926,,,,35.19734,-111.64926,One East Route 66,Flagstaff,Coconino County,Arizona,Marker can be reached from East Route 66. ,,http://www.hmdb.org/m.asp?m=78739
78742,,The Pleasant Valley War a.k.a. The Graham-Tewksbury Feud,Circa 1882 - 1892,,2008,"Lost Dutchman 5917+4, E Clampus Vitus and the Pleasant Valley Historical Society",34.10177,-110.93952,,Young,Gila County,Arizona,Marker is on Desert to Tall Pines Highway / Young Highway Road (State Highway 288). ,,http://www.hmdb.org/m.asp?m=78742
78744,,Carl Richards' Garage,,,,City of Sedona,34.87025,-111.76073,263 State Highway 89-A,Sedona,Coconino County,Arizona,"Marker can be reached from Alternate Arizona Route 89, 0.1 miles north of Jordan Road. ",,http://www.hmdb.org/m.asp?m=78744
78832,,Trans-Canyon Telephone Line,,,,National Park Service,36.05712,-112.13905,,Grand Canyon National Park,Coconino County,Arizona,,,http://www.hmdb.org/m.asp?m=78832
78836,,CCC Legacy,,,,"National Park Service, U.S. Department of the Interior",36.05717,-112.1389,,Grand Canyon National Park,Coconino County,Arizona,,,http://www.hmdb.org/m.asp?m=78836
80764,,Cameron,Originally Tanner's Crossing,,1960,Arizona Development Board/Arizona Highway Department,35.8763,-111.41202,,Cameron,Coconino County,Arizona,"Marker can be reached from U.S. 89, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=80764
81043,,Anthem Veterans Memorial,"Dedicated November 11, 2011",,2011,"The Anthem Community Council, Inc and the Arizona Historical Society",33.8632,-112.13665,,Anthem,Maricopa County,Arizona,"Memorial is on North Gavilan Peak Parkway, 0.2 miles south of West Anthem Way, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=81043
81530,,The Coolidge Dam,,,1930,"Bureau of Indian Affairs, U.S. Department of the Interior",33.17548,-110.52911,,San Carlos,Gila County,Arizona,"Marker is on Coolidge Dam Road (Route 3) 9 miles south of US 70 (U.S. 70), on the right. ",,http://www.hmdb.org/m.asp?m=81530
81716,,Camp Stephen D. Little,,,1978,VFW Santa Cruz Post 2066 and Arizona Historical Society,31.34623,-110.9311,777 North Grand Avenue,Nogales,Santa Cruz County,Arizona,"Marker is on North Grand Avenue, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=81716
81861,,1956 Grand Canyon TWA-United Airlines Aviation Accident Site,,,2014,,36.0442,-111.8265,,Grand Canyon National Park,Coconino County,Arizona,Marker can be reached from East Rim Drive. ,,http://www.hmdb.org/m.asp?m=81861
81868,,Army of the West,,,,,32.80885,-109.58514,,Safford,Graham County,Arizona,"Marker is on U.S. 70 at milepost 347, on the left when traveling east. ",,http://www.hmdb.org/m.asp?m=81868
82935,,Old Clarkston Cemetery,,,,,32.3661,-112.83875,,Ajo,Pima County,Arizona,"Marker is on Arizona Route 85 at milepost 44, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=82935
82941,,Juan Bautista de Anza National Historic Trail / Camp 21: El Aquituni,,,,The Juan Bautista de Anza Historic National Trail Association and National Parks.,32.64745,-111.42923,,Picacho,Pinal County,Arizona,,,http://www.hmdb.org/m.asp?m=82941
82942,,Pennington Footbridge,,,,Tucson-Pima County Historical Commission and Arizona Historical Society,32.22253,-110.97357,,Tucson,Pima County,Arizona,Marker can be reached from Pennington Street. ,,http://www.hmdb.org/m.asp?m=82942
82943,,Allande Footbridge,Historic Site,,,Tucson-Pima County Historical Commission and Arizona Historical Society,32.2224,-110.97388,,Tucson,Pima County,Arizona,Marker can be reached from West Congress Street. ,,http://www.hmdb.org/m.asp?m=82943
83008,,Alameda Street,Calle de las Milpas,Cemetery Street,2013,City of Tucson Historic Preservation Office,32.22289,-110.97532,,Tucson,Pima County,Arizona,"Marker is at the intersection of West Alameda Street and North Main Avenue, on the right when traveling east on West Alameda Street. ",,http://www.hmdb.org/m.asp?m=83008
83009,,Alameda Street,Calle de las Milpas,Cemetery Street,2013,City of Tucson Historic Preservation Office,32.22442,-110.97016,,Tucson,Pima County,Arizona,"Marker is at the intersection of East Alameda Street and North Scott Avenue, on the right when traveling west on East Alameda Street. ",,http://www.hmdb.org/m.asp?m=83009
83010,,Arizona's First Public School,,,1981,Tucson-Pima County Historical Commission and Arizona Historical Society,32.222,-110.97525,,Tucson,Pima County,Arizona,"Marker is on West Pennington Street, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=83010
83011,,August 20th Park,,,,Tucson – Pima County Historical Commission and Arizona Historical Society,32.22123,-110.97255,,Tucson,Pima County,Arizona,"Marker is at the intersection of West Broadway Boulevard and North Church Avenue, on the left when traveling east on West Broadway Boulevard. ",,http://www.hmdb.org/m.asp?m=83011
83012,,Bicentennial Moon Tree,,,1976,"State Forester of Arizona, U.S. Forest Service and NASA",32.23218,-110.94748,,Tucson,Pima County,Arizona,"Marker is on East University Boulevard, 0.2 miles west of North Campbell Avenue, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=83012
83013,,Camp Lowell 1866-1873,,,,"Tucson Presidio Trust for Historic Preservation, Tucson-Pima County Historical Commission, and/y Arizona Historical Society",32.2189,-110.96846,,Tucson,Pima County,Arizona,"Marker is on South 6th Avenue, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=83013
83014,,Cannon-Douglass Residence,Historic Site,,1989,Tucson-Pima County Historical Commission and Arizona Historical Society,32.23618,-110.95418,1189 East Speedway Boulevard,Tucson,Pima County,Arizona,"Marker is on East Speedway Boulevard west of North Santa Rita Avenue, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=83014
83016,,Carrillo Intermediate School,,,,Tucson-Pima County Historical Commission,32.2153,-110.97452,440 South Main Avenue,Tucson,Pima County,Arizona,"Marker is on South Main Avenue, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=83016
83017,,Catalina Federal Honor Camp,Gordon Hirabayashi Recreation Site,,,Coronado National Forest,32.33917,-110.71806,,Tucson,Pima County,Arizona,Marker can be reached from Mount Lemmon Highway. ,,http://www.hmdb.org/m.asp?m=83017
83018,,Chapel of San Pedro at Fort Lowell,,,1989,Tucson-Pima Historical Commission and Arizona Historical Society,32.26093,-110.88082,5230 East Fort Lowell Road,Tucson,Pima County,Arizona,Marker can be reached from East Fort Lowell Road. ,,http://www.hmdb.org/m.asp?m=83018
83022,,Charles O. Brown House,Historic Site,,,Tucson Historical Committee and Arizona Historical Society,32.22087,-110.97185,40 West Broadway Boulevard,Tucson,Pima County,Arizona,"Marker is on West Broadway Boulevard, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=83022
83024,,Desert Homes,,,,"Saguaro National Park - National Park Service,",32.16095,-110.72936,3693 South Old Spanish Trail,Tucson,Pima County,Arizona,,,http://www.hmdb.org/m.asp?m=83024
83026,,Edward Nye Fish House,,,,Tucson-Pima County Historical Commission and Arizona Historical Society,32.22313,-110.9754,,Tucson,Pima County,Arizona,"Marker is on North Main Ave., on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=83026
83027,,El Parque de Orlando y Diego Mendoza,,,,,32.21224,-110.97175,,Tucson,Pima County,Arizona,"Marker is at the intersection of South Convent Avenue and West 18th Street, on the right when traveling south on South Convent Avenue. ",,http://www.hmdb.org/m.asp?m=83027
83028,,El Paso & Southwestern Depot and Park,,,,Tucson-Pima County Historical Commission and Arizona Historical Society,32.22023,-110.9778,,Tucson,Pima County,Arizona,"Marker is on West Congress Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=83028
83030,,El Tiradito,(The Wishing Shrine),,1988,Tucson Historical Committee and Arizona Historical Society,32.2162,-110.97453,221 South Main Avenue,Tucson,Pima County,Arizona,"Marker is on South Main Avenue, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=83030
83031,,Fort Lowell,,,,Tucson - Pima County Historical Commission and Arizona Historical Society,32.2599,-110.87343,2900 North Craycroft Road,Tucson,Pima County,Arizona,Marker can be reached from North Craycroft Road near East Glenn Street. ,,http://www.hmdb.org/m.asp?m=83031
83032,,Fort Lowell,,,,Presented by Head Camp Woodmen of the World,32.25955,-110.87505,2900 North Craycroft Road,Tucson,Pima County,Arizona,"Marker is on Craycroft Road, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=83032
83033,,Fox Tucson Theatre,El Teatro Fox Tucson,,2009,Tucson – Pima County Historical Commission,32.22193,-110.97158,17 West Congress Street,Tucson,Pima County,Arizona,"Marker is on West Congress Street, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=83033
83034,,Garcés Footbridge,Puente de Garcés,Historic Site,,Tucson-Pima County Historical Commission and Arizona Historical Society,32.22155,-110.97377,,Tucson,Pima County,Arizona,,,http://www.hmdb.org/m.asp?m=83034
83035,,George E. P. Smith Residence,Residencia del Profesor George E. P. Smith,,1989,Tucson-Pima County Historical Commission and Arizona Historical Society,32.23618,-110.95413,1195 East Speedway Boulevard,Tucson,Pima County,Arizona,"Marker is on East Speedway Boulevard west of North Santa Rita Avenue, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=83035
83146,,Seed to Sentinel,Saguaro National Park,,,National Park Service-United States Department of the Interior.,32.2541,-111.1982,2700 North Kinney Road,Tucson,Pima County,Arizona,Marker is on N. Kinney Road. ,,http://www.hmdb.org/m.asp?m=83146
83147,,Desert Life,Saguaro National Park,,,National Park Service-United States Department of the Interior.,32.2542,-111.1978,2700 North Kinney Road,Tucson,Pima County,Arizona,Marker is on N. Kinney Road. ,,http://www.hmdb.org/m.asp?m=83147
83148,,World of the Wash,Saguaro National Park,,,National Park Service-United States Department of the Interior.,32.2543,-111.1979,2700 North Kinney Road,Tucson,Pima County,Arizona,Marker is on N. Kinney Road. ,,http://www.hmdb.org/m.asp?m=83148
83149,,Confederate Graves at Dragoon Springs,,,,Coronado National Forest,31.99795,-110.02259,,Dragoon,Cochise County,Arizona,,,http://www.hmdb.org/m.asp?m=83149
83199,,Hiram S. Stevens House,,,1984,,32.22348,-110.97555,80 North Main Avenue,Tucson,Pima County,Arizona,"Marker is on North Main Avenue, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=83199
83200,,Hotel Congress,Historical Site,,,"Tucson Presidio Trust for Historic Preservation, Tucson- Pima County Historical Commission, and Arizona Historical Society",32.22218,-110.96697,,Tucson,Pima County,Arizona,"Marker is at the intersection of East Congress Street and South 5th Avenue, on the right when traveling west on East Congress Street. ",,http://www.hmdb.org/m.asp?m=83200
83201,,Jackson Street,,,2013,City of Tucson Historic Preservation Office,32.22017,-110.97265,,Tucson,Pima County,Arizona,"Marker is at the intersection of South Church Avenue and West Jackson Street, on the right when traveling south on South Church Avenue. ",,http://www.hmdb.org/m.asp?m=83201
83202,,La Casa Cordova,,,,Tucson-Pima County Historical Commission and Arizona Historical Society,32.22395,-110.97458,,Tucson,Pima County,Arizona,"Marker is at the intersection of Meyer Avenue and West Telles Street, on the right when traveling north on Meyer Avenue. ",,http://www.hmdb.org/m.asp?m=83202
83203,,Leonardo Romero House,,,1984,Tucson-Pima County Historical Commission and Arizona Historical Society,32.22432,-110.97498,240 West Washington Street,Tucson,Pima County,Arizona,"Marker is on West Washington Street near North Meyer Avenue, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=83203
83204,,Main Gate,,,,,32.22313,-110.97544,,Tucson,Pima County,Arizona,Marker can be reached from the intersection of North Main Avenue and West Alameda Street. ,,http://www.hmdb.org/m.asp?m=83204
83205,,Mansions of Main Avenue,,,2011,This Historic Marker is a gift to the City of Tucson from Gerald and Emma Talen.,32.22419,-110.97589,,Tucson,Pima County,Arizona,"Marker is at the intersection of North Main Avenue and West Paseo Redondo, on the right when traveling south on North Main Avenue. ",,http://www.hmdb.org/m.asp?m=83205
83206,,Mission San Xavier del Bac,,,,,32.107,-111.00775,1800 San Xavier Road,Tucson,Pima County,Arizona,Marker can be reached from San Xavier Road. ,,http://www.hmdb.org/m.asp?m=83206
83208,,Plaza de la Mesilla,,,,Tucson Historical Committee and Arizona Historical Society,32.22097,-110.97327,,Tucson,Pima County,Arizona,Marker can be reached from West Broadway Boulevard. ,,http://www.hmdb.org/m.asp?m=83208
83209,,Plaza de las Armas,,,,Tucson Historical Committe and Arizona Historical Society,32.22257,-110.97393,,Tucson,Pima County,Arizona,,,http://www.hmdb.org/m.asp?m=83209
83210,,Plaza Militar,,,,Tucson Historical Committee and Arizona Historical Society,32.22353,-110.97433,,Tucson,Pima County,Arizona,"Marker is on West Alameda Street, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=83210
83211,,Presidio San Agustín del Tucson,,,2011,the Tucson Presidio Trust and Pima County Supervisor Richard Elias,32.22411,-110.97587,,Tucson,Pima County,Arizona,"Marker is at the intersection of North Main Avenue and West Paseo Redondo, on the right when traveling south on North Main Avenue. ",,http://www.hmdb.org/m.asp?m=83211
83212,,Presidio Wall,,,,Tucson-Pima County Historical Commission and Arizona Historical Society,32.22418,-110.97575,,Tucson,Pima County,Arizona,"Marker is at the intersection of North Main Avenue and West Washington Street, on the right when traveling north on North Main Avenue. ",,http://www.hmdb.org/m.asp?m=83212
83213,,Presidio Wall & Pithouse,,,,Tucson-Pima County Historical Commission and Arizona Historical Society,32.22463,-110.97318,,Tucson,Pima County,Arizona,"Marker is at the intersection of North Church Avenue and West Washington Street, on the right when traveling south on North Church Avenue. ",,http://www.hmdb.org/m.asp?m=83213
83214,,Presidio Wall Camino Real,,,1981,Tucson-Pima County Historical Commission and Arizona Historical Society,32.22225,-110.975,,Tucson,Pima County,Arizona,"Marker is on West Pennington Street, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=83214
83215,AQHHMP #8,Rillito Race Track,American Quarter Horse Historical Marker,,1996,"American Quarter Horse Heritage Center & Museum, Amarillo, Texas",32.28926,-110.95476,4502 North First Avenue,Tucson,Pima County,Arizona,,,http://www.hmdb.org/m.asp?m=83215
83216,,Sentinel Peak,,,1989,Tucson-Pima County Historical Commission and Arizona Historical Society,32.21072,-110.99142,,Tucson,Pima County,Arizona,"Marker is on South Sentinel Peak Road, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=83216
83227,10,The Mine Manager's House,"Ajo, Arizona",,1993,Lost Dutchman Chapter 5917 E Clampus Vitus,32.3679,-112.8691,601 West Greenway Drive,Ajo,Pima County,Arizona,Marker can be reached from West Greenway Drive. ,,http://www.hmdb.org/m.asp?m=83227
83228,,Sosa-Carillo-Frémont House,,,,"Tucson Presidio Trust for Historic Preservation, Tucson-Pima County Historical Commission, and Arizona Historical Society",32.2193,-110.97473,,Tucson,Pima County,Arizona,Marker can be reached from South Granada Avenue. ,,http://www.hmdb.org/m.asp?m=83228
83229,,Southern Pacific Railroad,,,,Tucson-Pima County Historical Commission and Arizona Historical Society,32.22302,-110.96693,400 East Toole Avenue,Tucson,Pima County,Arizona,"Marker is on East Toole Avenue, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=83229
83230,,Southwest Corner of the Presidio,,,,,32.22243,-110.97516,,Tucson,Pima County,Arizona,Marker can be reached from West Pennington Street. ,,http://www.hmdb.org/m.asp?m=83230
83233,,Teatro Carmen,,,1985,Tucson-Pima County Historical Commission and Arizona Historical Society,32.21638,-110.97328,380 South Meyer Avenue,Tucson,Pima County,Arizona,"Marker is on South Meyer Avenue, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=83233
83237,,Temple Emanu-El,,,1982,Tucson-Pima County Historical Commission and Arizona Historical Society,32.21412,-110.97,564 South Stone Avenue,Tucson,Pima County,Arizona,"Marker is on South Stone Avenue, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=83237
83238,,The First Presbyterian Church in Tucson,,,,Tucson – Pima County Historical Commission,32.22303,-110.97442,,Tucson,Pima County,Arizona,Marker can be reached from W. Alameda St.. ,,http://www.hmdb.org/m.asp?m=83238
83243,,The Korean War Memorial,,,2000,Rhoads Chapter Korean War Veterans Association.,32.1785,-110.93148,2805 East Ajo Way,Tucson,Pima County,Arizona,"Memorial is on East Ajo Way near Forgeus Street, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=83243
83244,,The Stork's Nest,,,,,32.22482,-110.97407,223 North Court Avenue,Tucson,Pima County,Arizona,"Marker is on North Court Avenue south of West Council Street, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=83244
83245,,University Streetcar Line,,,1986,Tucson-Pima Historical Commission and Arizona Historical Society,32.23162,-110.95697,990 East University Boulevard,Tucson,Pima County,Arizona,"Marker is on East University Boulevard near North Park Avenue, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=83245
83246,,Veterans of the Battle of the Bulge,Ardennes,,,Southern Arizona Chapter LIII,32.22267,-110.97375,165 West Alameda Street,Tucson,Pima County,Arizona,Memorial can be reached from West Alameda Street. ,,http://www.hmdb.org/m.asp?m=83246
83248,,Vietnam War Memorial,,,1984,The Veterans of the Department of Arizona Veterans of Foreign Wars it's Ladies Auxiliaries and Citizens of Arizona.,32.2226,-110.97369,165 West Alameda Street,Tucson,Pima County,Arizona,Memorial can be reached from West Alameda Street. ,,http://www.hmdb.org/m.asp?m=83248
83418,,El Camino Del Diablo,(The Devil's Highway),,1967,Arizona Development Board and Arizona Highway Department,32.66748,-114.4059,,Yuma,Yuma County,Arizona,"Marker is on South Frontage Road near South El Camino Del Diablo, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=83418
83848,,Carmichael Elementary School,,,,Sierra Vista Historical Society,31.56285,-110.29953,701 North Carmichael Avenue,Sierra Vista,Cochise County,Arizona,Marker can be reached from the intersection of North Carmichael Avenue and School Drive. ,,http://www.hmdb.org/m.asp?m=83848
84175,,Does This Garden Seem Lush and Cool?,Historical Gardens,,,,32.2483,-110.90961,2150 N. Alvernon Way,Tucson,Pima County,Arizona,Marker can be reached from N. Alvernon Way. ,,http://www.hmdb.org/m.asp?m=84175
84176,,Cattle Tank,Historical Gardens,,,,32.24805,-110.90919,2150 N. Alvernon Way,Tucson,Pima County,Arizona,"Marker can be reached from N, Alvernon Way. ",,http://www.hmdb.org/m.asp?m=84176
84196,,Historic Empire Ranch,,,,Bureau of Land Management (BLM),31.78562,-110.6418,,Vail,Pima County,Arizona,Marker can be reached from East Empire Ranch Road. ,,http://www.hmdb.org/m.asp?m=84196
84199,,Who Lived Here?,Historical Gardens,,,,32.24835,-110.90958,2150 N. Alvernon Way,Tucson,Pima County,Arizona,Marker is on N. Alvernon Way. ,,http://www.hmdb.org/m.asp?m=84199
84201,,Hired Man’s House – Who Lived Here?/Historic Preservation of the Hired Man’s House,,,,,31.78611,-110.64181,,Vail,Pima County,Arizona,,,http://www.hmdb.org/m.asp?m=84201
84223,,Officer Erik Hite,,,2008,,32.25121,-110.7763,,Tucson,Pima County,Arizona,"Marker is on Tomahawk Tr., on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=84223
84224,,Santa Cruz Church,,,,,32.20667,-110.96884,1220 S. 6th Ave.,Tucson,Pima County,Arizona,,,http://www.hmdb.org/m.asp?m=84224
84246,,"Roy Place ""Montgomery Ward"" Building",,,,,32.22278,-110.9712,44 North Stone Avenue,Tucson,Pima County,Arizona,"Marker is at the intersection of North Stone Avenue and East Pennington Street, on the right when traveling north on North Stone Avenue. ",,http://www.hmdb.org/m.asp?m=84246
84266,,Home for Ranch Families,,,,,31.78759,-110.64248,,Vail,Pima County,Arizona,,,http://www.hmdb.org/m.asp?m=84266
84278,,The Grotto at San Xavier del Bac,,,1908,,32.10707,-111.0063,,Tucson,Pima County,Arizona,,,http://www.hmdb.org/m.asp?m=84278
84279,,Mission San Xavier del Bac,,,2012,National Society Colonial Dames XVII Century,32.10719,-111.00764,,Tucson,Pima County,Arizona,,,http://www.hmdb.org/m.asp?m=84279
85355,,Home for Saguaros,,,,"National Park Service, U.S. Department of the Interior",32.18104,-110.73444,Cactus Forest Drive,Tucson,Pima County,Arizona,"Marker is on Cactus Forest Drive, 0.2 miles north of South Old Spanish Trail, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=85355
85357,,Where Have All the Saguaros Gone?,,,,National Park Service,32.19839,-110.73497,Cactus Forest Drive,Tucson,Pima County,Arizona,"Marker is on Cactus Forest Drive, 1.8 miles north of South Old Spanish Trail, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=85357
87962,,Papago Park's Military History,,,2006,The Arizona State Society and the Grand Canyon chapter Daughters of the American Revolution,33.46682,-111.96909,5636 E. McDowell Rd.,Phoenix,Maricopa County,Arizona,Marker can be reached from East McDowell Road. ,,http://www.hmdb.org/m.asp?m=87962
87966,,Papago Park Prisoner Of War Camp,,,1984,Papago Park POW Camp Commemorative Observance Commission and Arizona Historical Society,33.46925,-111.94472,1802 N. 64th St.,Phoenix,Maricopa County,Arizona,"Marker can be reached from Walter A, Hass Jr. Way. <font color=red> Reported missing.</font>",Reported Missing,http://www.hmdb.org/m.asp?m=87966
